reading_id,machine_id,machine_name,department,install_year,age_years,reading_date,pressure_bar,temperature_c,vibration_mm_s,oil_viscosity,cycle_count,maintenance_score,failure_occurred,priority
RD-22463,MCH-004,Valve Assembly Robot,Assembly,2020,4,2023-12-16,117.95,65.15,0.19,47.31,76688,16,False,LOW
RD-22464,MCH-005,Quality Test Bench,QA,2017,7,2023-03-29,113.87,95.05,5.423,30.15,95184,43,False,MEDIUM
RD-22465,MCH-006,Packaging Unit B,Logistics,2016,8,2023-04-06,111.7,44.14,4.246,49.37,142095,32,False,LOW
RD-22466,MCH-007,Hydraulic Press #2,Production,2014,10,2024-10-21,161.13,91.34,1.989,30.75,88768,43,False,MEDIUM
RD-22467,MCH-008,Welding Station Alpha,Production,2021,3,2024-09-24,130.26,70.24,3.012,37.56,88586,12,False,LOW
RD-22468,MCH-009,Cooling Circuit Pump,Utilities,2013,11,2023-04-19,161.87,59.24,1.672,49.24,160780,36,False,LOW
RD-22469,MCH-010,Conveyor System Main,Logistics,2016,8,2024-04-30,120.17,73.61,1.029,39.33,101004,32,False,LOW
RD-22470,MCH-001,Pipe Bending Line A,Production,2018,6,2023-02-18,116.31,105.46,2.549,45.32,53772,48,False,MEDIUM
RD-22471,MCH-002,Hydraulic Press #1,Production,2015,9,2023-11-12,78.45,69.4,2.863,45.06,86656,46,True,MEDIUM
RD-22472,MCH-003,CNC Lathe Station 3,Machining,2019,5,2024-04-23,148.01,78.52,5.275,51.22,26718,22,False,LOW
RD-22473,MCH-004,Valve Assembly Robot,Assembly,2020,4,2023-06-22,115.02,57.78,4.419,57.33,72938,16,True,LOW
RD-22474,MCH-005,Quality Test Bench,QA,2017,7,2023-07-01,92.59,76.26,2.653,41.28,35874,31,False,LOW
RD-22475,MCH-006,Packaging Unit B,Logistics,2016,8,2024-11-03,144.04,77.4,6.58,49.96,58734,44,False,MEDIUM
RD-22476,MCH-007,Hydraulic Press #2,Production,2014,10,2023-09-11,101.55,59.1,6.166,51.74,34656,45,False,MEDIUM
RD-22477,MCH-008,Welding Station Alpha,Production,2021,3,2024-05-01,140.21,72.46,4.544,54.01,53256,12,False,LOW
RD-22478,MCH-009,Cooling Circuit Pump,Utilities,2013,11,2023-09-17,125.05,76.01,4.139,45.25,138812,36,False,LOW
RD-22479,MCH-010,Conveyor System Main,Logistics,2016,8,2023-08-10,145.98,83.72,3.922,40.28,18564,32,True,LOW
RD-22480,MCH-001,Pipe Bending Line A,Production,2018,6,2023-11-16,132.52,43.03,2.728,34.66,125817,24,False,LOW
RD-22481,MCH-002,Hydraulic Press #1,Production,2015,9,2024-05-05,102.19,36.15,2.797,38.86,76272,36,False,LOW
RD-22482,MCH-003,CNC Lathe Station 3,Machining,2019,5,2024-11-10,127.37,63.94,0.891,51.56,43710,20,False,LOW
RD-22483,MCH-004,Valve Assembly Robot,Assembly,2020,4,2024-05-16,115.51,65.63,3.735,37.01,32854,16,False,LOW
RD-22484,MCH-005,Quality Test Bench,QA,2017,7,2023-01-01,93.61,100.1,8.926,39.87,27168,80,True,HIGH
RD-22485,MCH-006,Packaging Unit B,Logistics,2016,8,2024-04-02,110.02,68.51,1.341,55.23,101565,32,False,LOW
RD-22486,MCH-007,Hydraulic Press #2,Production,2014,10,2024-08-14,95.85,43.9,8.474,43.12,129420,65,False,MEDIUM
RD-22487,MCH-008,Welding Station Alpha,Production,2021,3,2023-09-21,144.17,77.56,2.404,32.18,74544,12,False,LOW
RD-22488,MCH-009,Cooling Circuit Pump,Utilities,2013,11,2024-03-26,156.1,78.3,0.821,62.1,90076,36,False,LOW
RD-22489,MCH-010,Conveyor System Main,Logistics,2016,8,2023-12-15,106.06,54.4,5.185,35.33,112803,33,True,LOW
RD-22490,MCH-001,Pipe Bending Line A,Production,2018,6,2024-09-17,125.28,80.32,4.136,36.47,125916,24,False,LOW
RD-22491,MCH-002,Hydraulic Press #1,Production,2015,9,2024-11-05,115.33,101.37,2.894,36.1,94960,55,True,MEDIUM
RD-22492,MCH-003,CNC Lathe Station 3,Machining,2019,5,2024-10-27,76.37,72.18,3.72,50.89,80964,31,False,LOW
RD-22493,MCH-004,Valve Assembly Robot,Assembly,2020,4,2024-05-09,129.7,45.77,2.269,61.72,90252,16,False,LOW
RD-22494,MCH-005,Quality Test Bench,QA,2017,7,2023-01-01,125.23,110.95,0.968,40.71,28698,59,False,MEDIUM
RD-22495,MCH-006,Packaging Unit B,Logistics,2016,8,2023-05-24,123.54,78.35,1.954,50.98,149142,32,False,LOW
RD-22496,MCH-007,Hydraulic Press #2,Production,2014,10,2024-08-04,100.29,53.86,1.842,48.0,123772,36,False,LOW
RD-22497,MCH-008,Welding Station Alpha,Production,2021,3,2024-02-20,136.94,91.06,0.171,49.91,88460,19,False,LOW
RD-22498,MCH-009,Cooling Circuit Pump,Utilities,2013,11,2024-06-09,117.03,64.43,5.084,37.57,105592,36,False,LOW
RD-22499,MCH-010,Conveyor System Main,Logistics,2016,8,2024-10-11,92.78,53.29,6.522,40.69,147153,47,True,MEDIUM
RD-22500,MCH-001,Pipe Bending Line A,Production,2018,6,2024-04-22,102.95,74.68,2.2,51.61,65919,24,False,LOW
RD-22501,MCH-002,Hydraulic Press #1,Production,2015,9,2024-01-21,123.63,77.95,6.534,50.29,72416,48,False,MEDIUM
RD-22502,MCH-003,CNC Lathe Station 3,Machining,2019,5,2023-08-20,140.53,63.45,1.711,34.05,11110,20,False,LOW
RD-22503,MCH-004,Valve Assembly Robot,Assembly,2020,4,2023-09-07,115.56,89.85,5.184,29.38,59174,23,False,LOW
RD-22504,MCH-005,Quality Test Bench,QA,2017,7,2024-05-02,110.18,72.51,6.734,44.96,110409,41,False,MEDIUM
RD-22505,MCH-006,Packaging Unit B,Logistics,2016,8,2024-08-10,68.19,65.98,5.277,46.71,101742,50,False,MEDIUM
RD-22506,MCH-007,Hydraulic Press #2,Production,2014,10,2023-09-14,80.52,62.51,6.512,46.9,71692,57,False,MEDIUM
RD-22507,MCH-008,Welding Station Alpha,Production,2021,3,2023-02-09,105.75,64.47,2.065,37.76,37572,12,False,LOW
RD-22508,MCH-009,Cooling Circuit Pump,Utilities,2013,11,2024-10-21,116.21,55.32,3.573,40.61,185748,36,False,LOW
RD-22509,MCH-010,Conveyor System Main,Logistics,2016,8,2023-11-29,149.76,75.66,5.2,41.9,148521,33,False,LOW
RD-22510,MCH-001,Pipe Bending Line A,Production,2018,6,2023-11-13,113.79,81.44,5.995,38.33,45207,31,False,LOW
RD-22511,MCH-002,Hydraulic Press #1,Production,2015,9,2024-06-19,107.81,54.14,3.849,36.89,42600,36,False,LOW
RD-22512,MCH-003,CNC Lathe Station 3,Machining,2019,5,2023-08-09,117.94,64.25,3.298,44.49,51758,20,False,LOW
RD-22513,MCH-004,Valve Assembly Robot,Assembly,2020,4,2024-06-04,114.34,72.96,0.579,45.17,13984,16,False,LOW
RD-22514,MCH-005,Quality Test Bench,QA,2017,7,2024-12-23,131.69,37.9,2.246,48.42,55623,28,False,LOW
RD-22515,MCH-006,Packaging Unit B,Logistics,2016,8,2023-03-25,105.38,116.02,7.793,52.36,135048,91,False,HIGH
RD-22516,MCH-007,Hydraulic Press #2,Production,2014,10,2023-07-25,109.71,66.34,8.64,46.19,179220,65,False,MEDIUM
RD-22517,MCH-008,Welding Station Alpha,Production,2021,3,2023-01-08,144.14,59.08,4.1,42.75,10602,12,False,LOW
RD-22518,MCH-009,Cooling Circuit Pump,Utilities,2013,11,2023-08-22,118.46,89.87,3.438,41.69,49984,41,False,MEDIUM
RD-22519,MCH-010,Conveyor System Main,Logistics,2016,8,2024-12-10,136.5,56.74,1.728,53.74,35568,32,False,LOW
RD-22520,MCH-001,Pipe Bending Line A,Production,2018,6,2023-09-01,61.47,71.66,3.578,44.28,46911,43,False,MEDIUM
RD-22521,MCH-002,Hydraulic Press #1,Production,2015,9,2024-03-13,140.13,52.6,7.211,59.33,103288,53,True,MEDIUM
RD-22522,MCH-003,CNC Lathe Station 3,Machining,2019,5,2023-06-12,143.85,81.63,6.521,37.13,10936,32,False,LOW
RD-22523,MCH-004,Valve Assembly Robot,Assembly,2020,4,2024-08-18,128.18,86.32,2.144,40.29,40750,17,True,LOW
RD-22524,MCH-005,Quality Test Bench,QA,2017,7,2024-08-11,75.47,80.89,4.492,31.99,136230,40,False,MEDIUM
RD-22525,MCH-006,Packaging Unit B,Logistics,2016,8,2024-01-15,127.55,70.43,4.413,46.96,28398,32,False,LOW
RD-22526,MCH-007,Hydraulic Press #2,Production,2014,10,2024-10-23,141.07,75.04,5.762,58.25,40700,42,False,MEDIUM
RD-22527,MCH-008,Welding Station Alpha,Production,2021,3,2023-06-16,158.97,76.55,2.7,47.85,96446,12,False,LOW
RD-22528,MCH-009,Cooling Circuit Pump,Utilities,2013,11,2023-07-05,110.42,105.75,0.871,42.75,189256,60,False,MEDIUM
RD-22529,MCH-010,Conveyor System Main,Logistics,2016,8,2023-12-24,108.71,53.6,4.747,51.42,19353,32,False,LOW
RD-22530,MCH-001,Pipe Bending Line A,Production,2018,6,2023-03-31,141.88,103.01,6.743,53.84,122595,59,False,MEDIUM
RD-22531,MCH-002,Hydraulic Press #1,Production,2015,9,2024-03-17,135.2,77.19,7.29,52.94,159820,54,False,MEDIUM
RD-22532,MCH-003,CNC Lathe Station 3,Machining,2019,5,2024-01-04,78.53,63.19,4.174,43.91,23288,30,False,LOW
RD-22533,MCH-004,Valve Assembly Robot,Assembly,2020,4,2024-06-27,138.21,78.73,0.97,45.84,78110,16,False,LOW
RD-22534,MCH-005,Quality Test Bench,QA,2017,7,2024-03-25,100.33,81.16,4.54,52.83,148896,28,False,LOW
RD-22535,MCH-006,Packaging Unit B,Logistics,2016,8,2024-07-29,170.39,101.96,8.197,44.25,106941,77,False,HIGH
RD-22536,MCH-007,Hydraulic Press #2,Production,2014,10,2024-08-29,93.32,52.98,3.313,34.04,92912,39,False,LOW
RD-22537,MCH-008,Welding Station Alpha,Production,2021,3,2023-01-28,106.58,75.33,4.548,46.08,26952,12,False,LOW
RD-22538,MCH-009,Cooling Circuit Pump,Utilities,2013,11,2024-12-15,76.01,77.48,3.275,45.94,95324,47,False,MEDIUM
RD-22539,MCH-010,Conveyor System Main,Logistics,2016,8,2023-07-17,96.89,91.33,6.623,43.18,87126,54,True,MEDIUM
RD-22540,MCH-001,Pipe Bending Line A,Production,2018,6,2023-05-26,131.1,59.76,0.772,47.52,87585,24,True,LOW
RD-22541,MCH-002,Hydraulic Press #1,Production,2015,9,2024-07-28,81.23,58.54,6.587,51.96,101712,58,False,MEDIUM
RD-22542,MCH-003,CNC Lathe Station 3,Machining,2019,5,2023-04-09,151.91,120.7,0.551,50.46,27794,62,False,MEDIUM
RD-22543,MCH-004,Valve Assembly Robot,Assembly,2020,4,2023-12-25,81.61,51.23,5.823,50.69,80420,31,False,LOW
RD-22544,MCH-005,Quality Test Bench,QA,2017,7,2023-01-18,110.07,74.53,3.229,46.53,124380,28,False,LOW
RD-22545,MCH-006,Packaging Unit B,Logistics,2016,8,2023-10-31,112.97,74.41,5.242,53.63,55131,33,False,LOW
RD-22546,MCH-007,Hydraulic Press #2,Production,2014,10,2023-11-15,95.3,66.7,8.853,47.27,169892,69,True,MEDIUM
RD-22547,MCH-008,Welding Station Alpha,Production,2021,3,2024-01-23,104.09,81.31,5.916,45.86,80708,19,False,LOW
RD-22548,MCH-009,Cooling Circuit Pump,Utilities,2013,11,2024-09-21,97.13,90.89,4.223,33.45,126172,44,True,MEDIUM
RD-22549,MCH-010,Conveyor System Main,Logistics,2016,8,2023-02-18,120.25,44.64,2.149,38.09,97860,32,False,LOW
RD-22550,MCH-001,Pipe Bending Line A,Production,2018,6,2024-08-18,82.39,60.74,3.408,38.8,60774,32,False,LOW
RD-22551,MCH-002,Hydraulic Press #1,Production,2015,9,2024-04-02,99.74,101.7,2.591,61.75,149532,56,False,MEDIUM
RD-22552,MCH-003,CNC Lathe Station 3,Machining,2019,5,2023-11-01,144.56,58.34,6.003,46.84,33482,28,False,LOW
RD-22553,MCH-004,Valve Assembly Robot,Assembly,2020,4,2023-10-30,85.07,76.67,4.094,53.13,69004,23,True,LOW
RD-22554,MCH-005,Quality Test Bench,QA,2017,7,2024-06-12,114.95,66.02,3.724,62.03,16944,28,False,LOW
RD-22555,MCH-006,Packaging Unit B,Logistics,2016,8,2023-09-08,112.5,114.81,4.821,40.5,94776,67,False,MEDIUM
RD-22556,MCH-007,Hydraulic Press #2,Production,2014,10,2023-11-22,119.63,84.96,5.093,51.48,94732,36,False,LOW
RD-22557,MCH-008,Welding Station Alpha,Production,2021,3,2023-12-26,133.01,66.94,5.617,43.15,14944,16,False,LOW
RD-22558,MCH-009,Cooling Circuit Pump,Utilities,2013,11,2023-04-21,127.36,68.46,4.983,34.1,195976,36,False,LOW
RD-22559,MCH-010,Conveyor System Main,Logistics,2016,8,2023-03-09,149.86,71.63,5.638,53.87,51276,37,False,LOW
RD-22560,MCH-001,Pipe Bending Line A,Production,2018,6,2024-01-16,95.69,89.82,0.08,35.86,46281,31,True,LOW
RD-22561,MCH-002,Hydraulic Press #1,Production,2015,9,2023-09-12,145.21,22.55,3.506,48.63,111852,36,False,LOW
RD-22562,MCH-003,CNC Lathe Station 3,Machining,2019,5,2024-08-30,100.23,54.04,3.779,45.75,72004,20,True,LOW
RD-22563,MCH-004,Valve Assembly Robot,Assembly,2020,4,2024-11-17,132.92,77.95,7.274,52.83,94002,34,False,LOW
RD-22564,MCH-005,Quality Test Bench,QA,2017,7,2024-08-23,116.57,53.57,1.138,51.77,18147,28,True,LOW
RD-22565,MCH-006,Packaging Unit B,Logistics,2016,8,2023-09-06,100.63,56.33,5.678,52.55,141390,37,False,LOW
RD-22566,MCH-007,Hydraulic Press #2,Production,2014,10,2023-05-04,147.84,71.88,5.138,44.16,46580,37,False,LOW
RD-22567,MCH-008,Welding Station Alpha,Production,2021,3,2024-11-27,102.17,93.89,1.334,40.5,37220,22,False,LOW
RD-22568,MCH-009,Cooling Circuit Pump,Utilities,2013,11,2024-08-06,64.43,94.06,8.928,60.86,98068,96,False,HIGH
RD-22569,MCH-010,Conveyor System Main,Logistics,2016,8,2024-09-22,105.22,91.18,6.871,51.45,40389,54,False,MEDIUM
RD-22570,MCH-001,Pipe Bending Line A,Production,2018,6,2024-02-01,109.96,61.93,0.646,49.2,22383,24,True,LOW
RD-22571,MCH-002,Hydraulic Press #1,Production,2015,9,2024-07-07,109.19,87.07,2.348,44.6,36624,38,False,LOW
RD-22572,MCH-003,CNC Lathe Station 3,Machining,2019,5,2023-06-15,117.2,83.99,1.326,59.37,82154,20,False,LOW
RD-22573,MCH-004,Valve Assembly Robot,Assembly,2020,4,2023-03-31,126.07,82.36,6.512,37.4,67054,28,False,LOW
RD-22574,MCH-005,Quality Test Bench,QA,2017,7,2024-09-13,107.62,89.77,3.905,32.58,72159,33,False,LOW
RD-22575,MCH-006,Packaging Unit B,Logistics,2016,8,2023-04-17,122.06,89.71,3.101,40.7,30276,37,False,LOW
RD-22576,MCH-007,Hydraulic Press #2,Production,2014,10,2024-08-03,83.79,79.88,4.729,37.57,105224,44,False,MEDIUM
RD-22577,MCH-008,Welding Station Alpha,Production,2021,3,2024-05-24,136.22,55.55,2.457,51.98,61100,12,False,LOW
RD-22578,MCH-009,Cooling Circuit Pump,Utilities,2013,11,2024-07-07,146.78,95.6,4.623,38.79,192736,48,True,MEDIUM
RD-22579,MCH-010,Conveyor System Main,Logistics,2016,8,2023-05-19,49.49,75.43,3.178,46.62,68163,57,False,MEDIUM
RD-22580,MCH-001,Pipe Bending Line A,Production,2018,6,2023-09-04,143.9,69.45,5.745,45.69,45711,29,False,LOW
RD-22581,MCH-002,Hydraulic Press #1,Production,2015,9,2024-03-05,118.94,40.82,4.252,50.27,161532,36,False,LOW
RD-22582,MCH-003,CNC Lathe Station 3,Machining,2019,5,2023-08-25,143.97,86.78,2.418,42.72,21016,22,False,LOW
RD-22583,MCH-004,Valve Assembly Robot,Assembly,2020,4,2023-06-18,108.53,76.3,3.962,47.86,10852,16,False,LOW
RD-22584,MCH-005,Quality Test Bench,QA,2017,7,2023-04-08,121.48,64.27,1.208,43.07,68355,28,False,LOW
RD-22585,MCH-006,Packaging Unit B,Logistics,2016,8,2023-01-20,86.28,77.03,5.092,62.16,34089,39,True,LOW
RD-22586,MCH-007,Hydraulic Press #2,Production,2014,10,2023-01-14,144.78,81.51,2.811,53.12,47416,36,False,LOW
RD-22587,MCH-008,Welding Station Alpha,Production,2021,3,2024-07-09,145.36,81.59,2.151,40.63,98648,12,False,LOW
RD-22588,MCH-009,Cooling Circuit Pump,Utilities,2013,11,2024-01-06,167.01,65.54,5.759,49.24,161944,42,False,MEDIUM
RD-22589,MCH-010,Conveyor System Main,Logistics,2016,8,2023-04-04,103.22,85.73,3.396,26.75,60519,32,False,LOW
RD-22590,MCH-001,Pipe Bending Line A,Production,2018,6,2023-01-01,144.28,62.4,0.114,47.25,144072,24,False,LOW
RD-22591,MCH-002,Hydraulic Press #1,Production,2015,9,2023-07-29,120.5,54.48,3.083,43.0,48296,36,False,LOW
RD-22592,MCH-003,CNC Lathe Station 3,Machining,2019,5,2024-03-05,95.46,72.56,4.833,58.08,33418,22,False,LOW
RD-22593,MCH-004,Valve Assembly Robot,Assembly,2020,4,2024-07-08,128.9,48.03,3.631,55.37,93534,16,False,LOW
RD-22594,MCH-005,Quality Test Bench,QA,2017,7,2023-04-16,115.44,87.06,6.653,47.34,29094,43,False,MEDIUM
RD-22595,MCH-006,Packaging Unit B,Logistics,2016,8,2023-06-17,102.19,67.89,2.158,39.51,52515,32,False,LOW
RD-22596,MCH-007,Hydraulic Press #2,Production,2014,10,2023-08-24,118.02,78.85,4.993,39.33,177212,36,False,LOW
RD-22597,MCH-008,Welding Station Alpha,Production,2021,3,2023-04-03,106.09,72.12,5.297,49.25,20702,14,False,LOW
RD-22598,MCH-009,Cooling Circuit Pump,Utilities,2013,11,2024-12-17,103.3,43.87,8.973,38.8,115284,67,False,MEDIUM
RD-22599,MCH-010,Conveyor System Main,Logistics,2016,8,2023-06-12,117.45,72.53,5.129,30.94,21273,33,False,LOW
RD-22600,MCH-001,Pipe Bending Line A,Production,2018,6,2024-05-30,149.69,65.87,2.73,51.63,128364,24,False,LOW
RD-22601,MCH-002,Hydraulic Press #1,Production,2015,9,2023-09-21,130.28,60.84,5.91,44.62,178560,43,False,MEDIUM
RD-22602,MCH-003,CNC Lathe Station 3,Machining,2019,5,2024-12-09,112.48,62.46,2.973,45.66,55034,20,False,LOW
RD-22603,MCH-004,Valve Assembly Robot,Assembly,2020,4,2023-08-16,120.47,73.45,2.581,44.13,34438,16,True,LOW
RD-22604,MCH-005,Quality Test Bench,QA,2017,7,2024-01-25,165.21,59.6,4.524,46.35,99150,28,False,LOW
RD-22605,MCH-006,Packaging Unit B,Logistics,2016,8,2024-10-31,124.72,74.27,2.284,39.73,41016,32,False,LOW
RD-22606,MCH-007,Hydraulic Press #2,Production,2014,10,2024-07-20,122.36,92.14,7.909,44.48,72612,67,False,MEDIUM
RD-22607,MCH-008,Welding Station Alpha,Production,2021,3,2024-01-25,105.37,61.28,5.018,47.29,72610,12,False,LOW
RD-22608,MCH-009,Cooling Circuit Pump,Utilities,2013,11,2023-07-26,102.45,91.13,2.585,56.46,108728,43,True,MEDIUM
RD-22609,MCH-010,Conveyor System Main,Logistics,2016,8,2024-02-08,161.61,36.56,3.863,47.27,71586,32,False,LOW
RD-22610,MCH-001,Pipe Bending Line A,Production,2018,6,2023-11-01,109.97,80.84,0.47,49.88,102042,24,False,LOW
RD-22611,MCH-002,Hydraulic Press #1,Production,2015,9,2024-11-16,126.17,78.67,1.295,50.73,197412,36,False,LOW
RD-22612,MCH-003,CNC Lathe Station 3,Machining,2019,5,2023-05-25,111.85,68.26,3.528,42.6,16554,20,False,LOW
RD-22613,MCH-004,Valve Assembly Robot,Assembly,2020,4,2023-12-08,102.67,41.38,4.809,53.37,27098,16,False,LOW
RD-22614,MCH-005,Quality Test Bench,QA,2017,7,2024-08-09,117.01,66.05,6.977,39.41,32490,43,False,MEDIUM
RD-22615,MCH-006,Packaging Unit B,Logistics,2016,8,2023-05-27,116.39,50.15,2.722,46.62,59757,32,False,LOW
RD-22616,MCH-007,Hydraulic Press #2,Production,2014,10,2023-04-29,120.65,71.12,2.012,47.23,77076,36,False,LOW
RD-22617,MCH-008,Welding Station Alpha,Production,2021,3,2023-01-22,116.92,71.53,5.595,44.41,95312,16,False,LOW
RD-22618,MCH-009,Cooling Circuit Pump,Utilities,2013,11,2023-03-04,136.64,72.05,6.051,41.88,65800,44,False,MEDIUM
RD-22619,MCH-010,Conveyor System Main,Logistics,2016,8,2024-01-14,112.21,41.46,4.84,54.82,43605,32,False,LOW
RD-22620,MCH-001,Pipe Bending Line A,Production,2018,6,2023-01-04,84.56,70.95,7.141,44.67,66807,48,True,MEDIUM
RD-22621,MCH-002,Hydraulic Press #1,Production,2015,9,2023-10-14,114.73,60.97,8.729,51.06,189772,65,True,MEDIUM
RD-22622,MCH-003,CNC Lathe Station 3,Machining,2019,5,2023-11-29,124.38,61.2,1.326,49.51,73686,20,False,LOW
RD-22623,MCH-004,Valve Assembly Robot,Assembly,2020,4,2024-04-01,131.64,95.9,5.464,53.52,48090,32,False,LOW
RD-22624,MCH-005,Quality Test Bench,QA,2017,7,2024-10-02,106.86,49.2,3.957,49.46,67440,28,True,LOW
RD-22625,MCH-006,Packaging Unit B,Logistics,2016,8,2023-06-18,76.09,43.2,6.599,52.04,57750,56,False,MEDIUM
RD-22626,MCH-007,Hydraulic Press #2,Production,2014,10,2024-06-28,116.21,69.19,0.387,49.89,169204,36,True,LOW
RD-22627,MCH-008,Welding Station Alpha,Production,2021,3,2024-12-02,104.87,73.98,0.2,46.9,45336,12,False,LOW
RD-22628,MCH-009,Cooling Circuit Pump,Utilities,2013,11,2024-09-02,132.71,87.9,0.018,56.46,103200,39,False,LOW
RD-22629,MCH-010,Conveyor System Main,Logistics,2016,8,2023-07-22,125.91,74.63,2.061,46.04,54042,32,True,LOW
RD-22630,MCH-001,Pipe Bending Line A,Production,2018,6,2023-08-31,125.79,97.92,3.921,43.07,70005,39,True,LOW
RD-22631,MCH-002,Hydraulic Press #1,Production,2015,9,2024-04-24,139.71,48.41,2.42,37.57,139860,36,False,LOW
RD-22632,MCH-003,CNC Lathe Station 3,Machining,2019,5,2023-04-16,132.82,45.11,2.139,35.51,90074,20,False,LOW
RD-22633,MCH-004,Valve Assembly Robot,Assembly,2020,4,2023-06-29,121.44,76.89,3.912,26.91,74070,16,False,LOW
RD-22634,MCH-005,Quality Test Bench,QA,2017,7,2023-11-24,136.02,74.87,3.875,54.68,32112,28,False,LOW
RD-22635,MCH-006,Packaging Unit B,Logistics,2016,8,2024-09-30,92.89,79.49,2.504,25.04,22491,35,False,LOW
RD-22636,MCH-007,Hydraulic Press #2,Production,2014,10,2023-06-19,159.99,96.98,3.552,59.41,130664,50,True,MEDIUM
RD-22637,MCH-008,Welding Station Alpha,Production,2021,3,2023-05-19,104.82,71.75,2.634,39.55,34584,12,False,LOW
RD-22638,MCH-009,Cooling Circuit Pump,Utilities,2013,11,2024-07-21,133.49,87.83,6.272,41.31,50704,49,False,MEDIUM
RD-22639,MCH-010,Conveyor System Main,Logistics,2016,8,2024-09-05,132.13,70.54,4.784,43.9,125826,32,False,LOW
RD-22640,MCH-001,Pipe Bending Line A,Production,2018,6,2024-01-18,96.65,66.72,1.552,36.02,39504,25,False,LOW
RD-22641,MCH-002,Hydraulic Press #1,Production,2015,9,2024-01-20,131.87,82.85,8.881,60.26,34716,67,True,MEDIUM
RD-22642,MCH-003,CNC Lathe Station 3,Machining,2019,5,2024-01-12,116.49,48.26,4.963,42.31,89086,20,True,LOW
RD-22643,MCH-004,Valve Assembly Robot,Assembly,2020,4,2024-08-16,124.66,57.45,4.103,48.17,32426,16,False,LOW
RD-22644,MCH-005,Quality Test Bench,QA,2017,7,2024-05-13,119.85,87.43,0.748,32.0,123819,30,False,LOW
RD-22645,MCH-006,Packaging Unit B,Logistics,2016,8,2024-06-15,144.67,112.34,0.954,45.31,49860,64,True,MEDIUM
RD-22646,MCH-007,Hydraulic Press #2,Production,2014,10,2023-02-28,165.71,63.7,1.747,58.48,54180,36,False,LOW
RD-22647,MCH-008,Welding Station Alpha,Production,2021,3,2024-09-11,141.32,66.18,7.545,37.87,25476,32,False,LOW
RD-22648,MCH-009,Cooling Circuit Pump,Utilities,2013,11,2024-07-21,116.58,91.28,4.211,52.78,155280,43,False,MEDIUM
RD-22649,MCH-010,Conveyor System Main,Logistics,2016,8,2023-12-17,141.72,82.88,4.905,37.72,60669,32,False,LOW
RD-22650,MCH-001,Pipe Bending Line A,Production,2018,6,2023-08-30,149.9,42.4,2.137,46.17,127968,24,False,LOW
RD-22651,MCH-002,Hydraulic Press #1,Production,2015,9,2023-12-06,160.43,48.32,9.895,52.54,195632,75,False,HIGH
RD-22652,MCH-003,CNC Lathe Station 3,Machining,2019,5,2024-03-26,119.67,57.61,2.977,44.99,73334,20,False,LOW
RD-22653,MCH-004,Valve Assembly Robot,Assembly,2020,4,2024-11-08,100.42,123.07,3.484,44.55,36764,61,False,MEDIUM
RD-22654,MCH-005,Quality Test Bench,QA,2017,7,2023-06-06,113.11,85.32,4.533,38.24,110985,28,False,LOW
RD-22655,MCH-006,Packaging Unit B,Logistics,2016,8,2023-09-19,116.33,63.66,4.024,45.03,128838,32,False,LOW
RD-22656,MCH-007,Hydraulic Press #2,Production,2014,10,2024-10-21,114.55,73.04,0.025,52.16,108600,36,False,LOW
RD-22657,MCH-008,Welding Station Alpha,Production,2021,3,2023-09-29,104.42,58.88,2.831,45.82,42752,12,False,LOW
RD-22658,MCH-009,Cooling Circuit Pump,Utilities,2013,11,2024-06-03,81.79,70.0,7.161,37.31,96628,62,True,MEDIUM
RD-22659,MCH-010,Conveyor System Main,Logistics,2016,8,2024-05-25,107.0,88.16,5.881,42.14,146409,42,False,MEDIUM
RD-22660,MCH-001,Pipe Bending Line A,Production,2018,6,2024-01-04,91.91,47.24,6.424,43.24,95166,39,True,LOW
RD-22661,MCH-002,Hydraulic Press #1,Production,2015,9,2023-03-16,110.5,82.77,1.407,36.94,46448,36,False,LOW
RD-22662,MCH-003,CNC Lathe Station 3,Machining,2019,5,2023-12-25,123.46,55.8,2.633,53.46,10598,20,False,LOW
RD-22663,MCH-004,Valve Assembly Robot,Assembly,2020,4,2023-06-10,128.13,63.15,5.545,42.02,26266,20,False,LOW
RD-22664,MCH-005,Quality Test Bench,QA,2017,7,2024-06-09,151.31,67.8,6.447,51.25,120204,39,False,LOW
RD-22665,MCH-006,Packaging Unit B,Logistics,2016,8,2024-05-28,126.77,72.7,3.242,50.09,146853,32,False,LOW
